purchase_date,ingredient,quantity,unit,cost_per_unit,total_cost,expiration_date,shelf_life_days,days_until_expiration,alert_level
2024-12-29,Strawberry,8.2,kg,334.53,2740.89,2025-01-03,5,-609.0,Expired
2024-12-29,Oreo,4.6,pack,181.41,842.31,2025-06-27,180,-434.0,Expired
2024-12-29,Potatoes,15.3,kg,119.45,1830.36,2025-01-12,14,-600.0,Expired
2025-01-05,Milk,6.5,liter,112.64,733.27,2025-01-12,7,-600.0,Expired
2025-01-05,Fresh Cream,8.1,liter,222.89,1814.91,2025-01-15,10,-597.0,Expired
2025-01-05,Chicken,13.0,kg,357.01,4626.51,2025-01-10,5,-602.0,Expired
2025-01-05,Chocolate Syrup,11.2,bottle,276.04,3103.93,2025-04-05,90,-517.0,Expired
2025-01-05,Matcha Powder,8.2,kg,1136.48,9311.42,2025-07-04,180,-427.0,Expired
2025-01-05,Strawberry,9.2,kg,340.02,3142.71,2025-01-10,5,-602.0,Expired
2025-01-05,Oreo,13.6,pack,179.39,2441.47,2025-07-04,180,-427.0,Expired
2025-01-05,Potatoes,7.2,kg,119.3,853.59,2025-01-19,14,-593.0,Expired
2025-01-05,Noodles,15.6,pack,56.31,880.88,2026-01-05,365,-242.0,Expired
2025-01-12,Coffee Beans,11.9,kg,1029.75,12232.19,2025-03-13,60,-540.0,Expired
2025-01-12,Chicken,8.0,kg,378.13,3020.4,2025-01-17,5,-595.0,Expired
2025-01-12,Cheese,7.2,kg,571.86,4110.24,2025-02-02,21,-579.0,Expired
2025-01-12,Bread,8.0,pack,66.01,526.75,2025-01-16,4,-596.0,Expired
2025-01-12,Chocolate Syrup,10.7,bottle,271.2,2914.78,2025-04-12,90,-510.0,Expired
2025-01-12,Caramel Syrup,4.7,bottle,262.31,1245.3,2025-04-12,90,-510.0,Expired
2025-01-12,Matcha Powder,5.4,kg,1162.21,6243.02,2025-07-11,180,-420.0,Expired
2025-01-12,Oreo,8.0,pack,180.43,1441.61,2025-07-11,180,-420.0,Expired
2025-01-12,Potatoes,12.1,kg,115.96,1399.66,2025-01-26,14,-586.0,Expired
2025-01-12,Noodles,7.5,pack,56.15,422.26,2026-01-12,365,-235.0,Expired
2025-01-19,Coffee Beans,14.7,kg,1073.48,15770.33,2025-03-20,60,-533.0,Expired
2025-01-19,Milk,6.0,liter,107.82,642.04,2025-01-26,7,-586.0,Expired
2025-01-19,Chicken,12.3,kg,374.49,4602.63,2025-01-24,5,-588.0,Expired
2025-01-19,Bread,4.0,pack,67.14,267.23,2025-01-23,4,-589.0,Expired
2025-01-19,Caramel Syrup,5.2,bottle,263.03,1356.45,2025-04-19,90,-503.0,Expired
2025-01-19,Oreo,6.0,pack,179.52,1080.1,2025-07-18,180,-413.0,Expired
2025-01-19,Potatoes,12.4,kg,119.35,1474.32,2025-02-02,14,-579.0,Expired
2025-01-19,Noodles,6.1,pack,56.43,341.9,2026-01-19,365,-228.0,Expired
2025-01-26,Coffee Beans,11.5,kg,1029.42,11874.45,2025-03-27,60,-526.0,Expired
2025-01-26,Milk,7.7,liter,108.04,835.73,2025-02-02,7,-579.0,Expired
2025-01-26,Caramel Syrup,5.7,bottle,275.72,1584.32,2025-04-26,90,-496.0,Expired
2025-01-26,Matcha Powder,14.0,kg,1199.52,16784.66,2025-07-25,180,-406.0,Expired
2025-02-02,Milk,13.7,liter,110.28,1513.47,2025-02-09,7,-572.0,Expired
2025-02-02,Fresh Cream,7.7,liter,224.16,1720.84,2025-02-12,10,-569.0,Expired
2025-02-02,Cheese,9.7,kg,593.04,5767.71,2025-02-23,21,-558.0,Expired
2025-02-02,Bread,12.4,pack,68.48,852.26,2025-02-06,4,-575.0,Expired
2025-02-02,Caramel Syrup,3.7,bottle,270.94,999.41,2025-05-03,90,-489.0,Expired
2025-02-02,Matcha Powder,5.4,kg,1157.27,6234.76,2025-08-01,180,-399.0,Expired
2025-02-02,Oreo,8.5,pack,181.66,1550.51,2025-08-01,180,-399.0,Expired
2025-02-02,Potatoes,10.6,kg,114.66,1217.18,2025-02-16,14,-565.0,Expired
2025-02-02,Noodles,7.2,pack,54.53,392.92,2026-02-02,365,-214.0,Expired
2025-02-09,Coffee Beans,5.3,kg,1037.4,5513.47,2025-04-10,60,-512.0,Expired
2025-02-09,Milk,4.1,liter,114.09,465.97,2025-02-16,7,-565.0,Expired
2025-02-09,Fresh Cream,6.8,liter,222.17,1504.42,2025-02-19,10,-562.0,Expired
2025-02-09,Cheese,15.7,kg,603.93,9507.42,2025-03-02,21,-551.0,Expired
2025-02-09,Caramel Syrup,4.4,bottle,279.02,1235.97,2025-05-10,90,-482.0,Expired
2025-02-09,Matcha Powder,13.8,kg,1140.78,15788.82,2025-08-08,180,-392.0,Expired
2025-02-09,Strawberry,9.5,kg,349.34,3302.04,2025-02-14,5,-567.0,Expired
2025-02-09,Oreo,10.8,pack,189.67,2044.54,2025-08-08,180,-392.0,Expired
2025-02-09,Potatoes,13.3,kg,114.98,1527.72,2025-02-23,14,-558.0,Expired
2025-02-09,Noodles,4.9,pack,55.36,268.97,2026-02-09,365,-207.0,Expired
2025-02-16,Coffee Beans,7.2,kg,1072.51,7704.43,2025-04-17,60,-505.0,Expired
2025-02-16,Milk,14.5,liter,108.13,1566.91,2025-02-23,7,-558.0,Expired
2025-02-16,Fresh Cream,5.3,liter,216.23,1140.01,2025-02-26,10,-555.0,Expired
2025-02-16,Chicken,5.2,kg,381.28,1996.81,2025-02-21,5,-560.0,Expired
2025-02-16,Cheese,4.2,kg,589.29,2503.07,2025-03-09,21,-544.0,Expired
2025-02-16,Chocolate Syrup,11.5,bottle,280.01,3207.15,2025-05-17,90,-475.0,Expired
2025-02-16,Caramel Syrup,9.1,bottle,273.71,2482.79,2025-05-17,90,-475.0,Expired
2025-02-16,Strawberry,11.6,kg,352.65,4079.42,2025-02-21,5,-560.0,Expired
2025-02-16,Potatoes,10.9,kg,120.11,1310.7,2025-03-02,14,-551.0,Expired
2025-02-23,Fresh Cream,13.5,liter,218.03,2944.75,2025-03-05,10,-548.0,Expired
2025-02-23,Chicken,9.6,kg,371.1,3575.12,2025-02-28,5,-553.0,Expired
2025-02-23,Bread,7.2,pack,66.15,475.14,2025-02-27,4,-554.0,Expired
2025-02-23,Chocolate Syrup,5.4,bottle,265.44,1434.5,2025-05-24,90,-468.0,Expired
2025-02-23,Caramel Syrup,13.4,bottle,270.46,3630.33,2025-05-24,90,-468.0,Expired
2025-02-23,Matcha Powder,4.7,kg,1193.07,5639.98,2025-08-22,180,-378.0,Expired
2025-02-23,Strawberry,5.2,kg,356.7,1856.1,2025-02-28,5,-553.0,Expired
2025-02-23,Potatoes,5.6,kg,116.55,650.07,2025-03-09,14,-544.0,Expired
2025-03-02,Coffee Beans,8.2,kg,1047.58,8553.76,2025-05-01,60,-491.0,Expired
2025-03-02,Milk,8.8,liter,110.2,964.67,2025-03-09,7,-544.0,Expired
2025-03-02,Chicken,13.2,kg,362.2,4779.36,2025-03-07,5,-546.0,Expired
2025-03-02,Cheese,6.4,kg,602.94,3833.59,2025-03-23,21,-530.0,Expired
2025-03-02,Bread,4.5,pack,66.87,297.94,2025-03-06,4,-547.0,Expired
2025-03-02,Chocolate Syrup,8.9,bottle,269.18,2387.74,2025-05-31,90,-461.0,Expired
2025-03-02,Caramel Syrup,12.9,bottle,266.12,3434.9,2025-05-31,90,-461.0,Expired
2025-03-02,Matcha Powder,12.3,kg,1145.77,14106.99,2025-08-29,180,-371.0,Expired
2025-03-09,Coffee Beans,3.9,kg,1072.34,4194.24,2025-05-08,60,-484.0,Expired
2025-03-09,Milk,6.0,liter,109.44,656.55,2025-03-16,7,-537.0,Expired
2025-03-09,Cheese,9.4,kg,600.45,5651.68,2025-03-30,21,-523.0,Expired
2025-03-09,Bread,6.3,pack,68.91,431.51,2025-03-13,4,-540.0,Expired
2025-03-09,Chocolate Syrup,14.1,bottle,268.16,3776.54,2025-06-07,90,-454.0,Expired
2025-03-09,Caramel Syrup,11.0,bottle,280.48,3076.77,2025-06-07,90,-454.0,Expired
2025-03-09,Matcha Powder,12.6,kg,1156.47,14532.25,2025-09-05,180,-364.0,Expired
2025-03-09,Strawberry,4.7,kg,357.14,1676.74,2025-03-14,5,-539.0,Expired
2025-03-09,Noodles,4.9,pack,54.42,265.18,2026-03-09,365,-179.0,Expired
2025-03-16,Coffee Beans,11.6,kg,1060.35,12284.73,2025-05-15,60,-477.0,Expired
2025-03-16,Fresh Cream,12.0,liter,217.87,2618.37,2025-03-26,10,-527.0,Expired
2025-03-16,Bread,6.3,pack,69.17,437.34,2025-03-20,4,-533.0,Expired
2025-03-16,Caramel Syrup,9.2,bottle,281.71,2602.37,2025-06-14,90,-447.0,Expired
2025-03-16,Strawberry,12.2,kg,347.4,4229.54,2025-03-21,5,-532.0,Expired
2025-03-16,Oreo,13.7,pack,190.37,2599.41,2025-09-12,180,-357.0,Expired
2025-03-16,Noodles,4.0,pack,56.89,225.66,2026-03-16,365,-172.0,Expired
2025-03-23,Milk,13.7,liter,109.6,1498.72,2025-03-30,7,-523.0,Expired
2025-03-23,Fresh Cream,4.9,liter,222.5,1085.14,2025-04-02,10,-520.0,Expired
2025-03-23,Chicken,11.3,kg,370.4,4200.56,2025-03-28,5,-525.0,Expired
2025-03-23,Cheese,11.3,kg,613.32,6927.3,2025-04-13,21,-509.0,Expired
2025-03-23,Bread,4.2,pack,69.67,294.19,2025-03-27,4,-526.0,Expired
2025-03-23,Chocolate Syrup,10.6,bottle,279.31,2964.08,2025-06-21,90,-440.0,Expired
2025-03-23,Caramel Syrup,6.6,bottle,266.82,1772.34,2025-06-21,90,-440.0,Expired
2025-03-23,Matcha Powder,4.3,kg,1204.45,5184.46,2025-09-19,180,-350.0,Expired
2025-03-23,Strawberry,9.2,kg,352.79,3254.12,2025-03-28,5,-525.0,Expired
2025-03-23,Oreo,10.9,pack,188.42,2061.28,2025-09-19,180,-350.0,Expired
2025-03-23,Potatoes,10.5,kg,118.11,1242.59,2025-04-06,14,-516.0,Expired
2025-03-30,Milk,8.4,liter,109.92,928.18,2025-04-06,7,-516.0,Expired
2025-03-30,Fresh Cream,7.4,liter,231.65,1717.29,2025-04-09,10,-513.0,Expired
2025-03-30,Cheese,7.3,kg,599.26,4388.82,2025-04-20,21,-502.0,Expired
2025-03-30,Bread,14.1,pack,67.01,941.76,2025-04-03,4,-519.0,Expired
2025-03-30,Chocolate Syrup,10.2,bottle,281.8,2869.42,2025-06-28,90,-433.0,Expired
2025-03-30,Caramel Syrup,13.9,bottle,282.83,3922.81,2025-06-28,90,-433.0,Expired
2025-03-30,Matcha Powder,13.0,kg,1175.97,15277.32,2025-09-26,180,-343.0,Expired
2025-03-30,Oreo,6.2,pack,186.24,1150.76,2025-09-26,180,-343.0,Expired
2025-03-30,Potatoes,14.0,kg,121.1,1690.0,2025-04-13,14,-509.0,Expired
2025-03-30,Noodles,13.4,pack,55.82,745.86,2026-03-30,365,-158.0,Expired
2025-04-06,Coffee Beans,12.1,kg,1088.7,13182.05,2025-06-05,60,-456.0,Expired
2025-04-06,Fresh Cream,14.0,liter,228.06,3186.0,2025-04-16,10,-506.0,Expired
2025-04-06,Chicken,12.8,kg,382.51,4880.81,2025-04-11,5,-511.0,Expired
2025-04-06,Bread,14.1,pack,69.97,983.54,2025-04-10,4,-512.0,Expired
2025-04-06,Chocolate Syrup,13.4,bottle,283.01,3785.07,2025-07-05,90,-426.0,Expired
2025-04-06,Caramel Syrup,6.1,bottle,267.7,1622.88,2025-07-05,90,-426.0,Expired
2025-04-06,Matcha Powder,8.3,kg,1165.73,9650.05,2025-10-03,180,-336.0,Expired
2025-04-06,Oreo,13.7,pack,192.02,2630.31,2025-10-03,180,-336.0,Expired
2025-04-06,Potatoes,11.1,kg,120.75,1342.1,2025-04-20,14,-502.0,Expired
2025-04-06,Noodles,5.3,pack,56.25,296.81,2026-04-06,365,-151.0,Expired
2025-04-13,Coffee Beans,12.2,kg,1068.19,13028.77,2025-06-12,60,-449.0,Expired
2025-04-13,Milk,14.6,liter,110.04,1610.83,2025-04-20,7,-502.0,Expired
2025-04-13,Fresh Cream,10.0,liter,227.8,2272.4,2025-04-23,10,-499.0,Expired
2025-04-13,Chicken,12.1,kg,365.85,4438.99,2025-04-18,5,-504.0,Expired
2025-04-13,Cheese,4.9,kg,609.97,3015.9,2025-05-04,21,-488.0,Expired
2025-04-13,Bread,11.1,pack,70.46,784.52,2025-04-17,4,-505.0,Expired
2025-04-13,Chocolate Syrup,11.8,bottle,269.77,3187.21,2025-07-12,90,-419.0,Expired
2025-04-13,Caramel Syrup,5.0,bottle,278.32,1391.89,2025-07-12,90,-419.0,Expired
2025-04-13,Matcha Powder,11.6,kg,1215.43,14080.37,2025-10-10,180,-329.0,Expired
2025-04-13,Strawberry,5.7,kg,361.86,2047.38,2025-04-18,5,-504.0,Expired
2025-04-13,Oreo,9.3,pack,193.36,1791.08,2025-10-10,180,-329.0,Expired
2025-04-13,Potatoes,12.1,kg,121.22,1469.0,2025-04-27,14,-495.0,Expired
2025-04-13,Noodles,9.1,pack,57.89,527.41,2026-04-13,365,-144.0,Expired
2025-04-20,Coffee Beans,13.8,kg,1077.5,14865.63,2025-06-19,60,-442.0,Expired
2025-04-20,Milk,14.2,liter,115.04,1634.19,2025-04-27,7,-495.0,Expired
2025-04-20,Fresh Cream,9.8,liter,227.41,2223.27,2025-04-30,10,-492.0,Expired
2025-04-20,Chicken,7.9,kg,388.19,3069.81,2025-04-25,5,-497.0,Expired
2025-04-20,Cheese,7.3,kg,603.14,4392.38,2025-05-11,21,-481.0,Expired
2025-04-20,Chocolate Syrup,8.4,bottle,283.97,2398.94,2025-07-19,90,-412.0,Expired
2025-04-20,Matcha Powder,4.7,kg,1184.57,5532.23,2025-10-17,180,-322.0,Expired
2025-04-20,Strawberry,4.6,kg,347.89,1599.79,2025-04-25,5,-497.0,Expired
2025-04-20,Oreo,7.8,pack,193.52,1519.02,2025-10-17,180,-322.0,Expired
2025-04-20,Potatoes,8.7,kg,118.28,1034.71,2025-05-04,14,-488.0,Expired
2025-04-20,Noodles,6.7,pack,56.15,377.98,2026-04-20,365,-137.0,Expired
2025-04-27,Coffee Beans,4.7,kg,1095.46,5115.32,2025-06-26,60,-435.0,Expired
2025-04-27,Milk,8.9,liter,110.33,987.42,2025-05-04,7,-488.0,Expired
2025-04-27,Fresh Cream,13.7,liter,220.55,3024.67,2025-05-07,10,-485.0,Expired
2025-04-27,Cheese,16.3,kg,621.71,10164.09,2025-05-18,21,-474.0,Expired
2025-04-27,Bread,12.3,pack,68.94,847.22,2025-05-01,4,-491.0,Expired
2025-04-27,Chocolate Syrup,13.4,bottle,276.29,3698.74,2025-07-26,90,-405.0,Expired
2025-04-27,Matcha Powder,12.1,kg,1200.27,14478.21,2025-10-24,180,-315.0,Expired
2025-04-27,Strawberry,10.3,kg,356.11,3662.29,2025-05-02,5,-490.0,Expired
2025-04-27,Oreo,4.1,pack,194.07,786.11,2025-10-24,180,-315.0,Expired
2025-04-27,Potatoes,5.6,kg,117.71,658.22,2025-05-11,14,-481.0,Expired
2025-04-27,Noodles,13.7,pack,56.69,774.78,2026-04-27,365,-130.0,Expired
2025-05-04,Coffee Beans,7.8,kg,1073.02,8370.13,2025-07-03,60,-428.0,Expired
2025-05-04,Milk,9.5,liter,116.05,1104.25,2025-05-11,7,-481.0,Expired
2025-05-04,Bread,9.4,pack,70.67,665.49,2025-05-08,4,-484.0,Expired
2025-05-04,Caramel Syrup,11.8,bottle,282.61,3320.71,2025-08-02,90,-398.0,Expired
2025-05-04,Matcha Powder,7.7,kg,1234.28,9519.33,2025-10-31,180,-308.0,Expired
2025-05-04,Strawberry,6.6,kg,347.48,2293.5,2025-05-09,5,-483.0,Expired
2025-05-04,Oreo,10.8,pack,189.97,2047.91,2025-10-31,180,-308.0,Expired
2025-05-04,Potatoes,12.3,kg,116.99,1436.55,2025-05-18,14,-474.0,Expired
2025-05-11,Fresh Cream,7.8,liter,233.3,1808.59,2025-05-21,10,-471.0,Expired
2025-05-11,Cheese,11.1,kg,622.79,6916.16,2025-06-01,21,-460.0,Expired
2025-05-11,Bread,13.6,pack,68.9,936.11,2025-05-15,4,-477.0,Expired
2025-05-11,Chocolate Syrup,11.9,bottle,270.4,3210.54,2025-08-09,90,-391.0,Expired
2025-05-11,Caramel Syrup,13.1,bottle,276.3,3620.01,2025-08-09,90,-391.0,Expired
2025-05-11,Matcha Powder,4.1,kg,1192.97,4904.92,2025-11-07,180,-301.0,Expired
2025-05-11,Strawberry,8.8,kg,352.52,3085.17,2025-05-16,5,-476.0,Expired
2025-05-11,Oreo,5.5,pack,191.18,1056.62,2025-11-07,180,-301.0,Expired
2025-05-11,Potatoes,5.0,kg,119.68,593.97,2025-05-25,14,-467.0,Expired
2025-05-11,Noodles,11.0,pack,58.22,639.1,2026-05-11,365,-116.0,Expired
2025-05-18,Coffee Beans,8.3,kg,1097.16,9106.27,2025-07-17,60,-414.0,Expired
2025-05-18,Fresh Cream,15.0,liter,221.34,3328.88,2025-05-28,10,-464.0,Expired
2025-05-18,Chicken,10.0,kg,379.71,3810.42,2025-05-23,5,-469.0,Expired
2025-05-18,Cheese,3.8,kg,607.09,2327.19,2025-06-08,21,-453.0,Expired
2025-05-18,Bread,5.8,pack,69.65,403.22,2025-05-22,4,-470.0,Expired
2025-05-18,Chocolate Syrup,8.2,bottle,271.55,2217.33,2025-08-16,90,-384.0,Expired
2025-05-18,Strawberry,5.3,kg,355.29,1877.83,2025-05-23,5,-469.0,Expired
2025-05-18,Potatoes,12.5,kg,121.21,1518.07,2025-06-01,14,-460.0,Expired
2025-05-18,Noodles,12.1,pack,55.87,678.42,2026-05-18,365,-109.0,Expired
2025-05-25,Coffee Beans,7.0,kg,1097.83,7703.57,2025-07-24,60,-407.0,Expired
2025-05-25,Milk,6.2,liter,111.02,691.77,2025-06-01,7,-460.0,Expired
2025-05-25,Bread,7.7,pack,68.13,522.89,2025-05-29,4,-463.0,Expired
2025-05-25,Matcha Powder,8.4,kg,1194.47,9993.07,2025-11-21,180,-287.0,Expired
2025-05-25,Oreo,3.7,pack,189.83,704.97,2025-11-21,180,-287.0,Expired
2025-05-25,Potatoes,12.0,kg,119.43,1427.49,2025-06-08,14,-453.0,Expired
2025-05-25,Noodles,15.8,pack,57.35,908.4,2026-05-25,365,-102.0,Expired
2025-06-01,Coffee Beans,12.8,kg,1048.02,13407.46,2025-07-31,60,-400.0,Expired
2025-06-01,Milk,12.7,liter,115.1,1459.11,2025-06-08,7,-453.0,Expired
2025-06-01,Fresh Cream,8.3,liter,231.74,1916.33,2025-06-11,10,-450.0,Expired
2025-06-01,Chicken,9.0,kg,382.04,3439.82,2025-06-06,5,-455.0,Expired
2025-06-01,Cheese,13.7,kg,617.72,8477.53,2025-06-22,21,-439.0,Expired
2025-06-01,Bread,10.9,pack,69.27,756.21,2025-06-05,4,-456.0,Expired
2025-06-01,Chocolate Syrup,12.4,bottle,286.2,3562.6,2025-08-30,90,-370.0,Expired
2025-06-01,Matcha Powder,4.2,kg,1183.87,5012.4,2025-11-28,180,-280.0,Expired
2025-06-01,Strawberry,7.3,kg,365.53,2669.28,2025-06-06,5,-455.0,Expired
2025-06-01,Oreo,11.8,pack,191.64,2260.99,2025-11-28,180,-280.0,Expired
2025-06-01,Potatoes,14.4,kg,117.6,1687.58,2025-06-15,14,-446.0,Expired
2025-06-08,Milk,9.2,liter,116.3,1073.7,2025-06-15,7,-446.0,Expired
2025-06-08,Chicken,6.9,kg,376.47,2595.73,2025-06-13,5,-448.0,Expired
2025-06-08,Cheese,11.5,kg,626.54,7220.94,2025-06-29,21,-432.0,Expired
2025-06-08,Bread,10.6,pack,70.45,745.38,2025-06-12,4,-449.0,Expired
2025-06-08,Chocolate Syrup,6.6,bottle,280.41,1861.08,2025-09-06,90,-363.0,Expired
2025-06-08,Caramel Syrup,4.7,bottle,279.97,1325.28,2025-09-06,90,-363.0,Expired
2025-06-08,Matcha Powder,10.5,kg,1207.69,12704.14,2025-12-05,180,-273.0,Expired
2025-06-08,Oreo,13.5,pack,193.14,2598.79,2025-12-05,180,-273.0,Expired
2025-06-08,Potatoes,4.8,kg,119.28,573.56,2025-06-22,14,-439.0,Expired
2025-06-08,Noodles,6.3,pack,57.84,362.72,2026-06-08,365,-88.0,Expired
2025-06-15,Coffee Beans,7.1,kg,1113.69,7892.08,2025-08-14,60,-386.0,Expired
2025-06-15,Milk,13.7,liter,114.79,1575.42,2025-06-22,7,-439.0,Expired
2025-06-15,Fresh Cream,9.2,liter,227.09,2080.44,2025-06-25,10,-436.0,Expired
2025-06-15,Cheese,10.7,kg,607.31,6526.2,2025-07-06,21,-425.0,Expired
2025-06-15,Bread,16.5,pack,70.26,1156.97,2025-06-19,4,-442.0,Expired
2025-06-15,Matcha Powder,14.4,kg,1247.95,17989.75,2025-12-12,180,-266.0,Expired
2025-06-15,Strawberry,10.0,kg,358.28,3598.17,2025-06-20,5,-441.0,Expired
2025-06-15,Oreo,15.9,pack,194.31,3098.12,2025-12-12,180,-266.0,Expired
2025-06-15,Potatoes,11.7,kg,119.78,1405.29,2025-06-29,14,-432.0,Expired
2025-06-22,Coffee Beans,11.7,kg,1101.65,12906.24,2025-08-21,60,-379.0,Expired
2025-06-22,Milk,9.0,liter,114.05,1021.19,2025-06-29,7,-432.0,Expired
2025-06-22,Fresh Cream,7.7,liter,233.93,1794.11,2025-07-02,10,-429.0,Expired
2025-06-22,Chicken,11.3,kg,393.83,4447.59,2025-06-27,5,-434.0,Expired
2025-06-22,Cheese,6.7,kg,615.02,4122.85,2025-07-13,21,-418.0,Expired
2025-06-22,Bread,14.0,pack,72.1,1008.53,2025-06-26,4,-435.0,Expired
2025-06-22,Chocolate Syrup,13.8,bottle,286.19,3946.84,2025-09-20,90,-349.0,Expired
2025-06-22,Strawberry,7.4,kg,360.19,2658.03,2025-06-27,5,-434.0,Expired
2025-06-22,Oreo,11.2,pack,188.09,2112.38,2025-12-19,180,-259.0,Expired
2025-06-22,Potatoes,8.0,kg,124.2,993.37,2025-07-06,14,-425.0,Expired
2025-06-22,Noodles,9.2,pack,55.92,517.18,2026-06-22,365,-74.0,Expired
2025-06-29,Coffee Beans,12.3,kg,1098.74,13528.01,2025-08-28,60,-372.0,Expired
2025-06-29,Fresh Cream,12.7,liter,223.63,2846.26,2025-07-09,10,-422.0,Expired
2025-06-29,Cheese,7.9,kg,596.3,4696.43,2025-07-20,21,-411.0,Expired
2025-06-29,Chocolate Syrup,6.9,bottle,273.39,1880.69,2025-09-27,90,-342.0,Expired
2025-06-29,Caramel Syrup,12.2,bottle,273.39,3343.4,2025-09-27,90,-342.0,Expired
2025-06-29,Matcha Powder,9.7,kg,1204.6,11706.1,2025-12-26,180,-252.0,Expired
2025-06-29,Strawberry,4.5,kg,366.6,1658.17,2025-07-04,5,-427.0,Expired
2025-06-29,Oreo,14.4,pack,193.64,2787.66,2025-12-26,180,-252.0,Expired
2025-06-29,Potatoes,4.4,kg,119.44,525.67,2025-07-13,14,-418.0,Expired
2025-07-06,Coffee Beans,15.0,kg,1094.52,16448.17,2025-09-04,60,-365.0,Expired
2025-07-06,Milk,14.9,liter,113.64,1692.62,2025-07-13,7,-418.0,Expired
2025-07-06,Fresh Cream,8.1,liter,229.68,1859.47,2025-07-16,10,-415.0,Expired
2025-07-06,Chicken,14.1,kg,378.5,5320.26,2025-07-11,5,-420.0,Expired
2025-07-06,Cheese,4.7,kg,613.42,2910.52,2025-07-27,21,-404.0,Expired
2025-07-06,Bread,11.6,pack,72.12,836.02,2025-07-10,4,-421.0,Expired
2025-07-06,Caramel Syrup,5.7,bottle,284.41,1623.76,2025-10-04,90,-335.0,Expired
2025-07-06,Strawberry,9.2,kg,353.17,3237.87,2025-07-11,5,-420.0,Expired
2025-07-06,Potatoes,11.4,kg,123.13,1406.16,2025-07-20,14,-411.0,Expired
2025-07-06,Noodles,15.1,pack,57.75,873.63,2026-07-06,365,-60.0,Expired
2025-07-13,Milk,7.7,liter,113.98,881.29,2025-07-20,7,-411.0,Expired
2025-07-13,Fresh Cream,5.4,liter,237.28,1286.27,2025-07-23,10,-408.0,Expired
2025-07-13,Chicken,10.2,kg,378.52,3863.93,2025-07-18,5,-413.0,Expired
2025-07-13,Bread,8.5,pack,71.2,607.6,2025-07-17,4,-414.0,Expired
2025-07-13,Chocolate Syrup,6.8,bottle,285.14,1928.91,2025-10-11,90,-328.0,Expired
2025-07-13,Caramel Syrup,6.4,bottle,289.96,1845.36,2025-10-11,90,-328.0,Expired
2025-07-13,Matcha Powder,10.5,kg,1238.22,12993.88,2026-01-09,180,-238.0,Expired
2025-07-13,Strawberry,8.8,kg,350.06,3096.68,2025-07-18,5,-413.0,Expired
2025-07-13,Oreo,4.3,pack,187.2,796.81,2026-01-09,180,-238.0,Expired
2025-07-13,Potatoes,7.0,kg,124.37,867.61,2025-07-27,14,-404.0,Expired
2025-07-13,Noodles,7.0,pack,58.69,410.83,2026-07-13,365,-53.0,Expired
2025-07-20,Milk,8.7,liter,117.73,1024.78,2025-07-27,7,-404.0,Expired
2025-07-20,Fresh Cream,6.4,liter,237.59,1520.54,2025-07-30,10,-401.0,Expired
2025-07-20,Bread,9.0,pack,70.42,631.36,2025-07-24,4,-407.0,Expired
2025-07-20,Chocolate Syrup,14.0,bottle,289.41,4056.86,2025-10-18,90,-321.0,Expired
2025-07-20,Caramel Syrup,14.3,bottle,284.84,4074.67,2025-10-18,90,-321.0,Expired
2025-07-20,Strawberry,13.2,kg,357.78,4736.52,2025-07-25,5,-406.0,Expired
2025-07-20,Oreo,11.7,pack,194.55,2281.97,2026-01-16,180,-231.0,Expired
2025-07-20,Potatoes,10.5,kg,125.71,1322.97,2025-08-03,14,-397.0,Expired
2025-07-20,Noodles,15.8,pack,57.06,900.62,2026-07-20,365,-46.0,Expired
2025-07-27,Coffee Beans,4.8,kg,1078.17,5172.65,2025-09-25,60,-344.0,Expired
2025-07-27,Milk,8.7,liter,117.88,1020.91,2025-08-03,7,-397.0,Expired
2025-07-27,Fresh Cream,14.8,liter,226.25,3355.25,2025-08-06,10,-394.0,Expired
2025-07-27,Chicken,9.8,kg,390.07,3837.22,2025-08-01,5,-399.0,Expired
2025-07-27,Cheese,13.4,kg,612.84,8192.75,2025-08-17,21,-383.0,Expired
2025-07-27,Bread,3.9,pack,69.77,269.76,2025-07-31,4,-400.0,Expired
2025-07-27,Caramel Syrup,8.3,bottle,275.75,2297.73,2025-10-25,90,-314.0,Expired
2025-07-27,Matcha Powder,16.1,kg,1245.76,20079.31,2026-01-23,180,-224.0,Expired
2025-07-27,Strawberry,11.8,kg,351.8,4156.1,2025-08-01,5,-399.0,Expired
2025-07-27,Oreo,11.2,pack,194.27,2182.25,2026-01-23,180,-224.0,Expired
2025-07-27,Potatoes,8.3,kg,122.94,1026.37,2025-08-10,14,-390.0,Expired
2025-07-27,Noodles,12.6,pack,59.36,749.03,2026-07-27,365,-39.0,Expired
2025-08-03,Coffee Beans,12.2,kg,1074.79,13154.22,2025-10-02,60,-337.0,Expired
2025-08-03,Milk,10.6,liter,115.11,1214.73,2025-08-10,7,-390.0,Expired
2025-08-03,Fresh Cream,6.4,liter,232.38,1477.05,2025-08-13,10,-387.0,Expired
2025-08-03,Chicken,8.8,kg,377.37,3302.82,2025-08-08,5,-392.0,Expired
2025-08-03,Cheese,6.1,kg,616.27,3754.2,2025-08-24,21,-376.0,Expired
2025-08-03,Bread,14.5,pack,71.62,1040.42,2025-08-07,4,-393.0,Expired
2025-08-03,Chocolate Syrup,14.4,bottle,285.35,4115.39,2025-11-01,90,-307.0,Expired
